Subject Code,Section,Course Title,Units,Time,Room,Instructor,Max No,Lang,Level,Free Slots,Remarks,S,P
HSCI 61i,C,DESIGN THINKING IN PUBLIC HEALTH,3,"D 1100-1230
(ONSITE)",CTC 414,"ESPINOSA, Christine Ingrid",20,ENG,U,0,-,N,N
HSCI 100.1,J,THE HEALTH PROFESSIONAL AS ADMINISTRATOR,1,"W 1030-1300
(ONSITE)",CTC 102,"MARQUEZ, NORMAN DENNIS E., SIY VAN, VANESSA T.",62,ENG,U,38,-,N,N
HSCI 100.1,K,THE HEALTH PROFESSIONAL AS ADMINISTRATOR,1,"W 1300-1530
(ONSITE)",CTC 102,"MARQUEZ, NORMAN DENNIS E., SIY VAN, VANESSA T.",91,ENG,U,-2,-,N,N
HSCI 192,C,RESEARCH METHODS IN HEALTH SCIENCES,3,"D 1100-1230
(ONSITE)",SEC-B201A,"ADARLO, GENEJANE M., CAPIO, CATHERINE M.",107,ENG,U,2,-,N,N
HSCI 199.2,H,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",CTC 414,"BARTOLOME, ELINOR G.",13,ENG,U,0,-,N,N
HSCI 199.2,H1,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"DE LA CRUZ, MA. HENRIETTA TERESA O.",14,ENG,U,0,-,N,N
HSCI 199.2,H10,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"PEREZ-RIFAREAL, JOAN MAE G.",14,ENG,U,0,-,N,N
HSCI 199.2,H2,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"ADARLO, GENEJANE M., EUSTAQUIO, MICHELLE PIA D.",7,ENG,U,-1,-,N,N
HSCI 199.2,H3,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"MODINA, CHEYENNE ARIANAERIKA M.",12,ENG,U,1,-,N,N
HSCI 199.2,H4,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"ADARLO, GENEJANE M., EUSTAQUIO, MICHELLE PIA D.",13,ENG,U,1,-,N,N
HSCI 199.2,H5,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"GUEVARA, MARITA CONCEPCION C.",7,ENG,U,0,-,N,N
HSCI 199.2,H6,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"CAPIO, CATHERINE M.",13,ENG,U,0,-,N,N
HSCI 199.2,H7,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"MURGA, MARIA ELIZABETH ANGE",7,ENG,U,0,-,N,N
HSCI 199.2,H8,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"SIY VAN, VANESSA T.",7,ENG,U,0,-,N,N
HSCI 199.2,H9,SCHOLARLY WORK 1B: COLLABORATION AND DATA COLLECTION,2,"D 1830-1930
(ONSITE)",TBA,"CABALQUINTO, Alvin",14,ENG,U,1,-,N,N
HISTO 11,I,RIZAL AND THE EMERGENCE OF THE PHILIPPINE NATION,3,"M-W-F 0800-1030
(ONSITE)",BEL-208,"MANAOIS, NEVILLE JAY C.",30,ENG,U,-1,-,N,N
HISTO 11,I1,RIZAL AND THE EMERGENCE OF THE PHILIPPINE NATION,3,"M-W-F 0800-1030
(ONSITE)",BEL-308,"HABANA, OLIVIA ANNE M.",30,ENG,U,-1,-,N,N
HISTO 11,J,RIZAL AND THE EMERGENCE OF THE PHILIPPINE NATION,3,"M-W-F 1030-1300
(ONSITE)",B-106,"CLAVERIA, BIANCA ANGELIEN A.",30,ENG,U,-2,-,N,N
HISTO 11,J1,RIZAL AND THE EMERGENCE OF THE PHILIPPINE NATION,3,"M-W-F 1030-1300
(ONSITE)",BEL-208,"MANAOIS, NEVILLE JAY C.",30,ENG,U,0,-,N,N
HISTO 11,J2,RIZAL AND THE EMERGENCE OF THE PHILIPPINE NATION,3,"M-W-F 1030-1300
(ONSITE)",BEL-308,"HABANA, OLIVIA ANNE M.",30,ENG,U,0,-,N,N
HISTO 11,K,RIZAL AND THE EMERGENCE OF THE PHILIPPINE NATION,3,"M-W-F 1300-1530
(ONSITE)",BEL-208,"CLAVERIA, BIANCA ANGELIEN A.",30,ENG,U,-1,-,N,N
HISTO 11,L,RIZAL AND THE EMERGENCE OF THE PHILIPPINE NATION,3,"M-W-F 1530-1800
(ONSITE)",B-209,"CABALQUINTO, Alvin",30,ENG,U,-1,-,N,N
HISTO 12,I,READINGS IN PHILIPPINE HISTORY,3,"M-W-F 0800-1030
(ONSITE)",B-209,"UBALDO, ABEL A.",30,ENG,U,-1,-,N,N
HISTO 12,J,READINGS IN PHILIPPINE HISTORY,3,"M-W-F 1030-1300
(ONSITE)",B-209,"UBALDO, ABEL A.",30,ENG,U,0,-,N,N
HISTO 12,K,READINGS IN PHILIPPINE HISTORY,3,"M-W-F 1300-1530
(ONSITE)",B-209,"DACUDAO, PATRICIA IRENE N.",30,ENG,U,1,-,N,N
HISTO 12,K1,READINGS IN PHILIPPINE HISTORY,3,"M-W-F 1300-1530
(ONSITE)",BEL-209,"CRUZ-CLAUDIO, Valerie May",30,ENG,U,1,-,N,N
HISTO 12,L,READINGS IN PHILIPPINE HISTORY,3,"M-W-F 1530-1800
(ONSITE)",BEL-208,"NAZARENO, ISABEL CONSUELO A.",30,ENG,U,2,-,N,N
HISTO 12,L1,READINGS IN PHILIPPINE HISTORY,3,"M-W-F 1530-1800
(ONSITE)",BEL-209,"CRUZ-CLAUDIO, Valerie May",30,ENG,U,1,-,N,N
HISTO 12,M,READINGS IN PHILIPPINE HISTORY,3,"M-W-F 1800-2030
(ONSITE)",BEL-208,"NAZARENO, ISABEL CONSUELO A.",30,ENG,U,5,-,N,N
HISTO 12,N1,READINGS IN PHILIPPINE HISTORY,3,"T 0800-1100; TH 0800-1230
(ONSITE)",BEL-209; BEL-209,"ESTELLA, JANET R.",30,ENG,U,0,-,N,N
HISTO 12,N1A,READINGS IN PHILIPPINE HISTORY,3,"T 0800-1100; TH 0800-1230
(ONSITE)",BEL-208; BEL-208,"UBALDO, ABEL A.",30,ENG,U,0,-,N,N
HISTO 12,O1,READINGS IN PHILIPPINE HISTORY,3,"T 1230-1530; TH 1230-1700
(ONSITE)",BEL-209; BEL-209,"ESTELLA, JANET R.",30,ENG,U,0,-,N,N
HISTO 197,Q1,PRACTICUM,3,"SAT 0800-1100; SAT 1230-1700
(ONSITE)",B-209; B-209,"SANTOS, FRANZ JAN S.",12,ENG,U,3,-,N,N
HISTO 202.04,Q1,PHILIPPINE HISTORIOGRAPHY II: 1898-1946,3,"SAT 0800-1100; SAT 1230-1700
(ONSITE)",BEL-209; BEL-209,"MENDOZA, MEYNARDO P.",12,ENG,G,8,-,N,N
HISTO 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
HISTO 298,CAPS,RESEARCH PROJECTS IN HISTORY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
HISTO 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
HISTO 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
HISTO 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
HISTO 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
HISTO 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
HISTO 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ArtAp 10,B,ART APPRECIATION,3,"D 0930-1100
(ONSITE)",NATIONAL BOOKSTORE ATELIER,"YEE, CHARLES IVAN, JR.",25,ENG,U,-1,-,N,N
ArtAp 10,C,ART APPRECIATION,3,"D 1100-1230
(ONSITE)",NATIONAL BOOKSTORE ATELIER,"YEE, CHARLES IVAN, JR.",25,ENG,U,0,-,N,N
ArtAp 10,J,ART APPRECIATION,3,"M-W-F 1030-1300
(ONSITE)",INNOVATION 201,"NARRA, Roy Abrahmn",25,ENG,U,0,-,N,N
ArtAp 10,J1,ART APPRECIATION,3,"M-W-F 1030-1300
(ONSITE)",INNOVATION 202,"SANTIAGO, JOSEPH SEDFREY S.",25,ENG,U,0,-,N,N
ArtAp 10,J2,ART APPRECIATION,3,"M-W-F 1030-1300
(ONSITE)",ABS CBN CORPORATION INNOVATION CLASSROOM,"TUVIERA, Frederick",25,ENG,U,0,-,N,N
ArtAp 10,J3,ART APPRECIATION,3,"M-W-F 1030-1300
(ONSITE)",JOSEPH AND GEMMA TANBUNTIONG STUDIO,"LA VICTORIA, Dominique Beatrice",25,ENG,U,0,-,N,N
ArtAp 10,K,ART APPRECIATION,3,"M-W-F 1300-1530
(ONSITE)",INNOVATION 201,"NARRA, Roy Abrahmn",25,ENG,U,-1,-,N,N
ArtAp 10,K1,ART APPRECIATION,3,"M-W-F 1300-1530
(ONSITE)",INNOVATION 202,"SANTIAGO, JOSEPH SEDFREY S.",25,ENG,U,0,-,N,N
ArtAp 10,K2,ART APPRECIATION,3,"M-W-F 1300-1530
(ONSITE)",ABS CBN CORPORATION INNOVATION CLASSROOM,"TUVIERA, Frederick",25,ENG,U,0,-,N,N
ArtAp 10,K3,ART APPRECIATION,3,"M-W-F 1300-1530
(ONSITE)",NATIONAL BOOKSTORE ATELIER,"ABRIGO, Arielle",25,ENG,U,0,-,N,N
ArtAp 10,L,ART APPRECIATION,3,"M-W-F 1530-1800
(ONSITE)",NATIONAL BOOKSTORE ATELIER,"ABRIGO, Arielle",25,ENG,U,-1,-,N,N
ArtAp 10,L1,ART APPRECIATION,3,"M-W-F 1530-1800
(ONSITE)",INNOVATION 202,"SANDOVAL, Christian Hereson",25,ENG,U,0,-,N,N
ArtAp 10,M,ART APPRECIATION,3,"M-W-F 1800-2030
(ONSITE)",INNOVATION 202,"SANDOVAL, Christian Hereson",25,ENG,U,0,-,N,N
ArtAp 10,N1,ART APPRECIATION,3,"T 0800-1100; TH 0800-1230
(ONSITE)",INNOVATION 202; INNOVATION 202,"DAGMANG, Nathalie",25,ENG,U,-1,-,S,N
ArtAp 10,N1A,ART APPRECIATION,3,"T 0800-1100; TH 0800-1230
(ONSITE)",INNOVATION 201; INNOVATION 201,"CARDENAS, Kathryn Marie",25,ENG,U,0,-,N,N
ArtAp 10,O1,ART APPRECIATION,3,"T 1230-1530; TH 1230-1700
(ONSITE)",INNOVATION 202; INNOVATION 202,"DAGMANG, Nathalie",25,ENG,U,0,-,S,N
ArtAp 10,O1A,ART APPRECIATION,3,"T 1230-1530; TH 1230-1700
(ONSITE)",ABS CBN CORPORATION INNOVATION CLASSROOM; ABS CBN CORPORATION INNOVATION CLASSROOM,"DE GUZMAN, Myra Rosalea Angeles",25,ENG,U,0,-,N,N
ArtAp 10,O2,ART APPRECIATION,3,"T 1230-1700; TH 1230-1530
(ONSITE)",INNOVATION 201; INNOVATION 201,"LA VICTORIA, Dominique Beatrice",25,ENG,U,0,-,N,N
ArtAp 10,O2A,ART APPRECIATION,3,"T 1230-1700; TH 1230-1530
(ONSITE)",NATIONAL BOOKSTORE ATELIER; NATIONAL BOOKSTORE ATELIER,"LUARCA, MIGUEL ANTONIO A V.",25,ENG,U,0,-,N,N
ArtAp 10,O2B,ART APPRECIATION,3,"T 1230-1700; TH 1230-1530
(ONSITE)",JOSEPH AND GEMMA TANBUNTIONG STUDIO; JOSEPH AND GEMMA TANBUNTIONG STUDIO,"CARDENAS, Kathryn Marie",25,ENG,U,0,-,N,N
DLQ 10,I,DISCERNING LIFE QUESTIONS: TOWARDS LEADERSHIP AND COMMITMENT,3,"M-W-F 0800-1030
(ONSITE)",CTC 103,"PUEN, STEPHANIE ANN Y.",30,ENG,U,19,-,N,N
CS 199.1,Z1,PRACTICUM,3,"TBA
(~)",TBA,"SUGAY, JESSICA O.",5,ENG,U,4,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
CSCI 22,D,INTRODUCTION TO PROGRAMMING II,3,"D 1230-1400
(ONSITE)",F-228,"MEDALLA, ALBERTO H.",31,ENG,U,2,ALL SLOTS FOR BS ITE MAJORS.,N,N
CSCI 22,E,INTRODUCTION TO PROGRAMMING II,3,"D 1400-1530
(ONSITE)",F-228,"MEDALLA, ALBERTO H.",31,ENG,U,-1,ALL SLOTS FOR BS ITE MAJORS.,N,N
CSCI 22,Z2,INTRODUCTION TO PROGRAMMING II,3,"TUTORIAL 0000-0000
(ONSITE)",TBA,"SUGAY, JESSICA O.",8,ENG,U,2,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS. ALL SLOTS FOR AB IS MAJORS. ALL SLOTS FOR BS AMDSc-M DSc MAJORS. ALL SLOTS FOR BS APS-MSE MAJORS. ALL SLOTS FOR BS ME MAJORS. ALL SLOTS FOR BS MGT MAJORS.,N,N
CSCI 41,Z2,INFORMATION MANAGEMENT,3,"TUTORIAL 0000-0000
(ONSITE)",TBA,"SUGAY, JESSICA O.",10,ENG,U,5,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS. ALL SLOTS FOR JTA STUDENTS. 3 SLOT(S) FOR AB IS MAJORS.,N,N
CSCI 111,C,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,3,"D 1100-1230
(ONSITE)",CTC 214,"RUIZ, Camille Marie, VERGARA, JOHN PAUL C.",30,ENG,U,-2,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS. ALL SLOTS FOR DATA SCIENCE AND ANALYTICS MINORS/SPECIALIZATION.,N,N
CSCI 111,D,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,3,"D 1230-1400
(ONSITE)",CTC 215,"CORONEL, ANDREI D.",20,ENG,U,-2,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS. ALL SLOTS FOR DATA SCIENCE AND ANALYTICS MINORS/SPECIALIZATION.,N,N
CSCI 111,E,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,3,"D 1400-1530
(ONSITE)",CTC 214,"RUIZ, Camille Marie, VERGARA, JOHN PAUL C.",30,ENG,U,3,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS. ALL SLOTS FOR DATA SCIENCE AND ANALYTICS MINORS/SPECIALIZATION.,N,N
CSCI 117i,E,DATA VISUALIZATION,3,"D 1400-1530
(ONSITE)",F-227,"GAMBOA, Lance Calvin",32,ENG,U,-2,-,S,N
CSCI 117i,G,DATA VISUALIZATION,3,"D 1700-1830
(ONSITE)",F-227,"GAMBOA, Lance Calvin, MAGPANTAY, Abraham",32,ENG,U,-3,-,S,N
CSCI 117i,H,DATA VISUALIZATION,3,"D 1830-2000
(ONSITE)",F-227,"MAGPANTAY, Abraham",20,ENG,U,-2,-,N,N
CSCI 134.1i,D,INTERACTIVE SOUND ART INSTALLATION,3,"D 1230-1400
(ONSITE)",CTC 112,"AMANTE, Francesco",25,ENG,U,0,1 SLOT(S) FOR 4TH YEAR AB IS MAJORS.,N,N
CSCI 142i,A1,HUMAN COMPUTER INTERACTION,3,"D 0800-0930
(ONSITE)",F-227,"AGAPITO, JENILYN L.",20,ENG,U,-2,8 SLOT(S) FOR DISCS STUDENTS. 5 SLOT(S) FOR AB IS MAJORS.,N,N
CSCI 142i,A2,HUMAN COMPUTER INTERACTION,3,"D 0800-0930
(ONSITE)",F-228,"CASANO, JONATHAN DL.",25,ENG,U,-3,*FOR NON DISCS MAJORS.,N,N
CSCI 152,F,WEB PAGE DESIGN,3,"D 1530-1700
(ONSITE)",F-228,"DE LA CRUZ, ROMELL IAN B.",24,ENG,U,-2,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
CSCI 181.04,E,SPECIAL TOPICS IN SOFTWARE ENGINEERING: ANDROID DEVELOPMENT,3,"D 1400-1530
(ONSITE)",CTC 215,"JONGKO, JEFFREY J.",20,ENG,U,2,ALL SLOTS FOR DISCS STUDENTS. ALL SLOTS FOR INTERACTIVE MULTIMEDIA MINORS/SPECIALIZATION. ALL SLOTS FOR ENTERPRISE SYSTEMS MINORS/SPECIALIZATION.,N,N
CSCI 197,Z1A,PRACTICUM,3,"TBA
(ONSITE)",TBA,"AGAPITO, JENILYN L., SUGAY, JESSICA O.",54,ENG,U,7,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
CSCI 197,Z1B,PRACTICUM,3,"TBA
(ONSITE)",TBA,"DE LA CRUZ, ROMELL IAN B., SUGAY, JESSICA O.",40,ENG,U,1,ALL SLOTS FOR BS CS MAJORS. ALL SLOTS FOR BSMS CS MAJORS. ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
CSCI 199.1,THES,THESIS WRITING I,1,"TUTORIAL 0000-0000
(~)",TBA,"VERGARA, JOHN PAUL C.",1,ENG,U,0,ALL SLOTS FOR BS CS MAJORS.,N,N
CSCI 211,D,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,3,"D 1230-1400
(ONSITE)",CTC 215,"CORONEL, ANDREI D.",10,ENG,G,7,ALL SLOTS FOR DISCS STUDENTS.,N,N
CSCI 211,Z2,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,3,"TBA
(~)",TBA,"CORONEL, ANDREI D.",2,ENG,G,0,*For students given instructions by DISCS only.,N,N
CSCI 217,H,DATA VISUALIZATION,3,"D 1830-2000
(ONSITE)",F-227,"MAGPANTAY, Abraham",15,ENG,G,3,ALL SLOTS FOR DISCS STUDENTS.,N,N
CSCI 234.1,D,SEMINAR:MULTIMEDIA APPLICATIONS,3,"D 1230-1400
(ONSITE)",CTC 112,"AMANTE, Francesco",15,ENG,G,3,ALL SLOTS FOR DISCS STUDENTS.,N,N
CSCI 242,A1,HUMAN COMPUTER INTERACTION,3,"D 0800-0930
(ONSITE)",F-227,"AGAPITO, JENILYN L.",15,ENG,G,6,ALL SLOTS FOR DISCS STUDENTS.,N,N
CSCI 281.04,E,SPECIAL TOPICS: OBJECT ORIENTED PROGRAMMING FOR MOBILE SYSTEMS,3,"D 1400-1530
(ONSITE)",CTC 215,"JONGKO, JEFFREY J.",15,ENG,G,5,ALL SLOTS FOR DISCS STUDENTS.,N,N
CSCI 292,P2,METHODS OF RESEARCH IN COMPUTER SCIENCE,3,"T 1700-2130; TH 1700-2000
(ONSITE)",CTC 313; CTC 313,"ESTUAR, MA. REGINA J. E.",20,ENG,G,3,ALL SLOTS FOR DISCS STUDENTS.,N,N
CSCI 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
CSCI 298.3,CAPS,INNOVATION PROJECT 1,3,"TUTORIAL 0000-0000
(~)",TBA,"RODRIGO, MARIA MERCEDES T.",5,ENG,G,3,-,N,N
CSCI 298.4,CAPS,INNOVATION PROJECT 2,6,"TUTORIAL 0000-0000
(~)",TBA,"RODRIGO, MARIA MERCEDES T.",5,ENG,G,4,-,N,N
CSCI 299.1,THES/DISS15,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"TBA, -",5,ENG,G,4,-,N,N
CSCI 299.1,THES/DISS6,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"CORONEL, ANDREI D.",5,ENG,G,4,-,N,N
CSCI 299.2,THES/DISS1,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"ABU, PATRICIA ANGELA R., ALAMPAY, RAPHAEL B.",5,ENG,G,1,-,N,N
CSCI 299.2,THES/DISS12,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"ESTUAR, MA. REGINA J. E.",5,ENG,G,2,-,N,N
CSCI 299.2,THES/DISS17,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"VERGARA, JOHN PAUL C.",5,ENG,G,2,-,N,N
CSCI 299.2,THES/DISS18,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"RODRIGO, MARIA MERCEDES T., VIDAL, ERIC CESAR JR. E.",5,ENG,G,3,-,N,N
CSCI 299.2,THES/DISS5,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"AGAPITO, JENILYN L.",5,ENG,G,4,-,N,N
CSCI 299.2,THES/DISS7,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"CORONEL, ANDREI D.",5,ENG,G,4,-,N,N
CSCI 299.2,THES/DISS8,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"CORONEL, ANDREI D., DE VERA, JOSE ALFREDO III A.",5,ENG,G,3,-,N,N
CSCI 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,45,-,N,N
CSCI 299.5,RESID,RESIDENCY FOR MASTER'S LEVEL,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
CSCI 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
CSCI 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
CSCI 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
CSCI 399.1,THES/DISS4,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"RODRIGO, MARIA MERCEDES T.",5,ENG,G,4,-,N,N
CSCI 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
CSCI 399.5,RESID,RESIDENCY FOR DOCTORAL LEVEL,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
CSCI 399.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
CSCI 399.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
GDEV 20i,C,INTRODUCTION TO THE DESIGN AND DEVELOPMENT OF COMPUTER GAMES,3,"D 1100-1230
(ONSITE)",CTC 112,"DIY, WALFRIDO DAVID A.",30,ENG,U,-2,-,N,N
GDEV 20i,E,INTRODUCTION TO THE DESIGN AND DEVELOPMENT OF COMPUTER GAMES,3,"D 1400-1530
(ONSITE)",CTC 112,"SAMACO, JAPHETH DUANE C.",35,ENG,U,0,-,N,N
GDEV 198.1,Z2A,INTEGRATIVE PROJECT 1,3,"TBA
(~)",TBA,"DIY, WALFRIDO DAVID A.",6,ENG,U,-2,ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
GDEV 198.1,Z2B,INTEGRATIVE PROJECT 1,3,"TBA
(~)",TBA,"GO, Gerick Jeremiah Niño, RODRIGO, MARIA MERCEDES T.",6,ENG,U,1,ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
GDEV 198.1,Z2C,INTEGRATIVE PROJECT 1,3,"TBA
(~)",TBA,"JOCSON, Jed Laszlo, RODRIGO, MARIA MERCEDES T.",6,ENG,U,5,ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
GDEV 198.1,Z2D,INTEGRATIVE PROJECT 1,3,"TBA
(~)",TBA,"PATO, Jesus Alvaro, RODRIGO, MARIA MERCEDES T.",6,ENG,U,2,ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
GDEV 198.1,Z2E,INTEGRATIVE PROJECT 1,3,"TBA
(~)",TBA,"RESTOLES, Dan Mark, RODRIGO, MARIA MERCEDES T.",6,ENG,U,4,ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
GDEV 198.1,Z2F,INTEGRATIVE PROJECT 1,3,"TBA
(~)",TBA,"RODRIGO, MARIA MERCEDES T., SANTOS, Julia Marie",6,ENG,U,2,ALL SLOTS FOR BS CS-DGDD MAJORS.,N,N
MSYS 30,Z2,DATA STRUCTURES AND ALGORITHMS,3,"TUTORIAL 0000-0000
(ONSITE)",TBA,"SUGAY, JESSICA O.",10,ENG,U,4,ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS. ALL SLOTS FOR JTA STUDENTS.,N,N
MSYS 40,C,BUSINESS APPLICATIONS DEVELOPMENT 1,3,"D 1100-1230
(ONSITE)",F-227,"AGLORO, GUILLERMO PAOLO JR. M.",34,ENG,U,-3,ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS.,N,N
MSYS 40,D,BUSINESS APPLICATIONS DEVELOPMENT 1,3,"D 1230-1400
(ONSITE)",F-227,"AGLORO, GUILLERMO PAOLO JR. M.",34,ENG,U,-2,ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS.,N,N
MSYS 40,H,BUSINESS APPLICATIONS DEVELOPMENT 1,3,"D 1530-1700
(ONSITE)",F-227,"AGLORO, GUILLERMO PAOLO JR. M.",34,ENG,U,3,ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS.,N,N
MSYS 41,Z2,BUSINESS APPLICATIONS DEVELOPMENT 2,3,"TUTORIAL 0000-0000
(ONSITE)",TBA,"LOVENIA, SANDRA FRANCESCA A.",8,ENG,U,2,ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS. ALL SLOTS FOR JTA STUDENTS.,N,N
MSYS 197,Z1A,PRACTICUM,3,"TBA
(ONSITE)",TBA,"AGAPITO, JENILYN L., SUGAY, JESSICA O.",46,ENG,U,1,ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS.,N,N
MSYS 197,Z1B,PRACTICUM,3,"TBA
(ONSITE)",TBA,"DE LA CRUZ, ROMELL IAN B., SANTOS, JOHN MICHAEL B., SUGAY, JESSICA O.",38,ENG,U,11,ALL SLOTS FOR BS MIS MAJORS. ALL SLOTS FOR BSMIS-MSCS MAJORS.,N,N
IDS 121.15i,N2,BASIC MUSIC RESEARCH AND CRITICISM,3,"T 0800-1230; TH 0800-1100
(FULLY ONLINE)",TBA; TBA,"FRANCISCO, KAREN FATIMA R.",30,ENG,U,-7,-,N,N
IDS 132.05i,O2,CULTURAL STUDIES OF CONTEMPORARY TECHNOLOGY,3,"T 1230-1700; TH 1230-1530
(ONSITE)",SEC-C201A; SEC-C201A,"LORENZANA, GEORGE PETER A.",75,ENG,U,33,-,N,N
